text,label
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://refund-5307.click open kare.",LIKELY_SCAM
"Dear customer, your bank account ending 1879 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://verify-1665.site. Contact support 9515466524.",LIKELY_SCAM
Limited time update required to continue services. Click http://verify-8955.live.,SUSPICIOUS
உங்கள் ₹52894 மின்சார கட்டணம் 21/03/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
आपका ₹62327 का बिजली बिल 27/05/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://login-4210.live এ যাচাই করুন। সহায়তা নম্বর 9682245882",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://verify-7575.xyz এ যাচাই করুন। সহায়তা নম্বর 9543982411",LIKELY_SCAM
உங்கள் ₹44461 மின்சார கட்டணம் 28/02/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
Your electricity bill of ₹30589 has been paid successfully on 11/01/2026. Transaction ID 94389295.,SAFE
Customer care tried to reach you regarding your account. Please call back 9304543193.,SUSPICIOUS
Customer care tried to reach you regarding your account. Please call back 9111630956.,SUSPICIOUS
Limited time update required to continue services. Click http://update-1359.site.,SUSPICIOUS
আপনার ₹31943 টাকার বিদ্যুৎ বিল 28/03/2026 তারিখে পরিশোধ হয়েছে।,SAFE
Your package is delayed due to address issues. Track status here http://refund-5780.xyz.,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://refund-4063.xyz.,SUSPICIOUS
Limited time update required to continue services. Click http://secure-9675.online.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://login-0990.xyz open kare.",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://refund-5488.online open kare.",LIKELY_SCAM
आपका ₹38443 का बिजली बिल 15/09/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"Dear customer, your bank account ending 3730 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://kyc-6296.online. Contact support 9388741025.",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 13/02/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://login-6899.online पर सत्यापन करें। सहायता: 9970155335",LIKELY_SCAM
आपका ₹72288 का बिजली बिल 25/09/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://secure-4304.click open kare.",LIKELY_SCAM
Your electricity bill of ₹5960 has been paid successfully on 12/07/2026. Transaction ID 75701338.,SAFE
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://login-3217.live এ যাচাই করুন। সহায়তা নম্বর 9335492989",LIKELY_SCAM
Limited time update required to continue services. Click http://login-4624.click.,SUSPICIOUS
आपका ₹89337 का बिजली बिल 15/02/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://login-6142.online மூலம் சரிபார்க்கவும். உதவி: 9497735957",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://login-4187.click open kare.",LIKELY_SCAM
Limited time update required to continue services. Click http://refund-8715.xyz.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://kyc-6606.xyz open kare.",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://login-9798.live এ যাচাই করুন। সহায়তা নম্বর 9186762864",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://secure-0314.xyz open kare.",LIKELY_SCAM
Your electricity bill of ₹11863 has been paid successfully on 15/02/2026. Transaction ID 29604599.,SAFE
Customer care tried to reach you regarding your account. Please call back 9422033878.,SUSPICIOUS
உங்கள் ₹18767 மின்சார கட்டணம் 21/06/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
Customer care tried to reach you regarding your account. Please call back 9054755997.,SUSPICIOUS
आपका ₹26133 का बिजली बिल 10/03/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://kyc-5819.live மூலம் சரிபார்க்கவும். உதவி: 9029051658",LIKELY_SCAM
Limited time update required to continue services. Click http://secure-0309.click.,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://update-6886.online.,SUSPICIOUS
Your electricity bill of ₹24241 has been paid successfully on 21/04/2026. Transaction ID 61807226.,SAFE
"Dear customer, your bank account ending 1668 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://refund-6879.live. Contact support 9379503923.",LIKELY_SCAM
Your electricity bill of ₹77856 has been paid successfully on 17/02/2026. Transaction ID 22991494.,SAFE
Limited time update required to continue services. Click http://update-0755.xyz.,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://refund-5060.online.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://refund-3558.site open kare.",LIKELY_SCAM
आपका ₹91574 का बिजली बिल 15/01/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://refund-5103.click மூலம் சரிபார்க்கவும். உதவி: 9207206674",LIKELY_SCAM
Limited time update required to continue services. Click http://refund-8134.click.,SUSPICIOUS
আপনার ₹14503 টাকার বিদ্যুৎ বিল 12/06/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://verify-2146.live এ যাচাই করুন। সহায়তা নম্বর 9340389221",LIKELY_SCAM
Limited time update required to continue services. Click http://login-3209.xyz.,SUSPICIOUS
உங்கள் ₹60263 மின்சார கட்டணம் 15/06/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
Customer care tried to reach you regarding your account. Please call back 9616104877.,SUSPICIOUS
Your electricity bill of ₹14136 has been paid successfully on 27/08/2026. Transaction ID 23878255.,SAFE
আপনার ₹48850 টাকার বিদ্যুৎ বিল 27/07/2026 তারিখে পরিশোধ হয়েছে।,SAFE
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://kyc-4140.site.,SUSPICIOUS
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://secure-0537.xyz এ যাচাই করুন। সহায়তা নম্বর 9940253184",LIKELY_SCAM
आपका ₹4683 का बिजली बिल 15/07/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://secure-9443.xyz மூலம் சரிபார்க்கவும். உதவி: 9195279217",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 25/09/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://verify-1087.live पर सत्यापन करें। सहायता: 9676162308",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://secure-0057.xyz এ যাচাই করুন। সহায়তা নম্বর 9044644606",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://kyc-8680.click এ যাচাই করুন। সহায়তা নম্বর 9860370568",LIKELY_SCAM
आपका ₹79000 का बिजली बिल 25/05/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Your package is delayed due to address issues. Track status here http://secure-9417.site.,SUSPICIOUS
Customer care tried to reach you regarding your account. Please call back 9621649707.,SUSPICIOUS
Limited time update required to continue services. Click http://verify-7890.online.,SUSPICIOUS
आपका ₹46118 का बिजली बिल 20/02/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Your electricity bill of ₹82190 has been paid successfully on 24/02/2026. Transaction ID 43707256.,SAFE
Limited time update required to continue services. Click http://refund-2813.live.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://kyc-6068.click open kare.",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 15/02/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://kyc-9634.click पर सत्यापन करें। सहायता: 9938758409",LIKELY_SCAM
आपका ₹48245 का बिजली बिल 24/08/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://verify-8313.live மூலம் சரிபார்க்கவும். உதவி: 9998934947",LIKELY_SCAM
Your package is delayed due to address issues. Track status here http://update-8878.live.,SUSPICIOUS
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://secure-4805.online மூலம் சரிபார்க்கவும். உதவி: 9508371212",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://verify-6859.online open kare.",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://login-3312.live এ যাচাই করুন। সহায়তা নম্বর 9596817577",LIKELY_SCAM
Customer care tried to reach you regarding your account. Please call back 9841219707.,SUSPICIOUS
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://verify-8082.click மூலம் சரிபார்க்கவும். உதவி: 9899609695",LIKELY_SCAM
আপনার ₹67851 টাকার বিদ্যুৎ বিল 23/05/2026 তারিখে পরিশোধ হয়েছে।,SAFE
আপনার ₹86873 টাকার বিদ্যুৎ বিল 18/07/2026 তারিখে পরিশোধ হয়েছে।,SAFE
Customer care tried to reach you regarding your account. Please call back 9982967456.,SUSPICIOUS
"Dear customer, your bank account ending 5857 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://verify-9391.online. Contact support 9324033529.",LIKELY_SCAM
आपका ₹89915 का बिजली बिल 11/03/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Your package is delayed due to address issues. Track status here http://verify-2436.live.,SUSPICIOUS
Your electricity bill of ₹70775 has been paid successfully on 13/02/2026. Transaction ID 84910229.,SAFE
Your package is delayed due to address issues. Track status here http://refund-8346.live.,SUSPICIOUS
Limited time update required to continue services. Click http://update-7466.live.,SUSPICIOUS
"Dear customer, your bank account ending 6517 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://refund-2881.live. Contact support 9608961903.",LIKELY_SCAM
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://update-0993.click மூலம் சரிபார்க்கவும். உதவி: 9501146688",LIKELY_SCAM
Customer care tried to reach you regarding your account. Please call back 9936603367.,SUSPICIOUS
"Dear customer, your bank account ending 6350 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://verify-9346.xyz. Contact support 9102410897.",LIKELY_SCAM
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
आपका ₹58721 का बिजली बिल 17/05/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
আপনার ₹43875 টাকার বিদ্যুৎ বিল 28/09/2026 তারিখে পরিশোধ হয়েছে।,SAFE
Customer care tried to reach you regarding your account. Please call back 9136374766.,SUSPICIOUS
आपका ₹94632 का बिजली बिल 11/01/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://update-7365.click open kare.",LIKELY_SCAM
Customer care tried to reach you regarding your account. Please call back 9647908017.,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://verify-5818.online.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://refund-6609.xyz open kare.",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 24/09/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://refund-7287.online पर सत्यापन करें। सहायता: 9106703637",LIKELY_SCAM
Your electricity bill of ₹75212 has been paid successfully on 19/02/2026. Transaction ID 50942876.,SAFE
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 12/07/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://secure-8411.site पर सत्यापन करें। सहायता: 9259768434",LIKELY_SCAM
Your electricity bill of ₹27796 has been paid successfully on 24/05/2026. Transaction ID 17783841.,SAFE
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 24/01/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://kyc-1060.online पर सत्यापन करें। सहायता: 9977719935",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://verify-8178.live open kare.",LIKELY_SCAM
Your electricity bill of ₹35031 has been paid successfully on 12/01/2026. Transaction ID 68990985.,SAFE
आपका ₹28261 का बिजली बिल 20/09/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Your electricity bill of ₹19902 has been paid successfully on 14/09/2026. Transaction ID 09324931.,SAFE
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://login-5921.online এ যাচাই করুন। সহায়তা নম্বর 9090577842",LIKELY_SCAM
Your electricity bill of ₹49780 has been paid successfully on 13/03/2026. Transaction ID 13591558.,SAFE
আপনার ₹83505 টাকার বিদ্যুৎ বিল 16/08/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://verify-1163.site மூலம் சரிபார்க்கவும். உதவி: 9169357715",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://login-3249.live open kare.",LIKELY_SCAM
आपका ₹93628 का बिजली बिल 26/09/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Your package is delayed due to address issues. Track status here http://update-7346.xyz.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://login-7047.live open kare.",LIKELY_SCAM
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://update-3088.xyz open kare.",LIKELY_SCAM
Your electricity bill of ₹31856 has been paid successfully on 11/02/2026. Transaction ID 26244958.,SAFE
आपका ₹66601 का बिजली बिल 14/03/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Limited time update required to continue services. Click http://refund-3023.live.,SUSPICIOUS
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 25/02/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://login-3324.site पर सत्यापन करें। सहायता: 9334369464",LIKELY_SCAM
Your electricity bill of ₹45460 has been paid successfully on 23/03/2026. Transaction ID 27372527.,SAFE
Limited time update required to continue services. Click http://login-3345.click.,SUSPICIOUS
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://secure-4557.online open kare.",LIKELY_SCAM
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
आपका ₹59144 का बिजली बिल 22/02/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://kyc-6471.online এ যাচাই করুন। সহায়তা নম্বর 9923773524",LIKELY_SCAM
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://verify-7264.online மூலம் சரிபார்க்கவும். உதவி: 9412773535",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 12/04/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://secure-0109.online पर सत्यापन करें। सहायता: 9948959594",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 10/04/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://verify-3375.live पर सत्यापन करें। सहायता: 9831050420",LIKELY_SCAM
আপনার ₹94548 টাকার বিদ্যুৎ বিল 21/04/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"Dear customer, your bank account ending 1233 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://verify-5405.click. Contact support 9273627064.",LIKELY_SCAM
உங்கள் ₹33929 மின்சார கட்டணம் 20/09/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
Customer care tried to reach you regarding your account. Please call back 9168746654.,SUSPICIOUS
আপনার ₹21552 টাকার বিদ্যুৎ বিল 11/08/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://secure-6736.site এ যাচাই করুন। সহায়তা নম্বর 9995369318",LIKELY_SCAM
Your electricity bill of ₹87401 has been paid successfully on 14/09/2026. Transaction ID 88489377.,SAFE
Limited time update required to continue services. Click http://secure-2473.site.,SUSPICIOUS
உங்கள் ₹70871 மின்சார கட்டணம் 12/06/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
आपका ₹46996 का बिजली बिल 12/08/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
आपका ₹15132 का बिजली बिल 17/01/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://kyc-3611.online.,SUSPICIOUS
Limited time update required to continue services. Click http://update-9351.click.,SUSPICIOUS
Limited time update required to continue services. Click http://login-5503.site.,SUSPICIOUS
Your electricity bill of ₹35539 has been paid successfully on 26/02/2026. Transaction ID 41763201.,SAFE
Customer care tried to reach you regarding your account. Please call back 9822032493.,SUSPICIOUS
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://kyc-1225.xyz மூலம் சரிபார்க்கவும். உதவி: 9136379328",LIKELY_SCAM
Customer care tried to reach you regarding your account. Please call back 9685494566.,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://update-8203.xyz.,SUSPICIOUS
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://update-7153.xyz এ যাচাই করুন। সহায়তা নম্বর 9168489576",LIKELY_SCAM
আপনার ₹83471 টাকার বিদ্যুৎ বিল 13/02/2026 তারিখে পরিশোধ হয়েছে।,SAFE
உங்கள் ₹15986 மின்சார கட்டணம் 24/08/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
Customer care tried to reach you regarding your account. Please call back 9085808357.,SUSPICIOUS
आपका ₹60931 का बिजली बिल 14/06/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
Limited time update required to continue services. Click http://verify-2900.site.,SUSPICIOUS
Limited time update required to continue services. Click http://login-2276.live.,SUSPICIOUS
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://refund-2163.click এ যাচাই করুন। সহায়তা নম্বর 9326970069",LIKELY_SCAM
আপনার ₹80376 টাকার বিদ্যুৎ বিল 13/09/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"Dear customer, your bank account ending 4736 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://refund-7694.live. Contact support 9810386114.",LIKELY_SCAM
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://kyc-7878.live மூலம் சரிபார்க்கவும். உதவி: 9736733053",LIKELY_SCAM
Limited time update required to continue services. Click http://secure-7895.live.,SUSPICIOUS
আপনার ₹68617 টাকার বিদ্যুৎ বিল 13/06/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"Dear customer, your bank account ending 8339 will be blocked today due to KYC failure. Please share OTP immediately or verify at http://verify-7661.live. Contact support 9735985238.",LIKELY_SCAM
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://secure-5035.online மூலம் சரிபார்க்கவும். உதவி: 9380738871",LIKELY_SCAM
Customer care tried to reach you regarding your account. Please call back 9975571721.,SUSPICIOUS
Limited time update required to continue services. Click http://verify-2399.live.,SUSPICIOUS
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 19/04/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://kyc-3768.site पर सत्यापन करें। सहायता: 9415631980",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://verify-8775.live এ যাচাই করুন। সহায়তা নম্বর 9567022543",LIKELY_SCAM
Your electricity bill of ₹88781 has been paid successfully on 24/05/2026. Transaction ID 32700655.,SAFE
Customer care tried to reach you regarding your account. Please call back 9654085156.,SUSPICIOUS
आपका ₹59203 का बिजली बिल 20/08/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
आपकी सेवा जारी रखने के लिए खाते का सत्यापन आवश्यक है।,SUSPICIOUS
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 19/05/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://login-5572.online पर सत्यापन करें। सहायता: 9704632730",LIKELY_SCAM
Your electricity bill of ₹15354 has been paid successfully on 12/07/2026. Transaction ID 85027508.,SAFE
Customer care tried to reach you regarding your account. Please call back 9551098145.,SUSPICIOUS
Your package is delayed due to address issues. Track status here http://update-7087.site.,SUSPICIOUS
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://update-5510.click এ যাচাই করুন। সহায়তা নম্বর 9550225112",LIKELY_SCAM
आपका ₹65695 का बिजली बिल 13/08/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
आपका ₹43088 का बिजली बिल 13/03/2026 को सफलतापूर्वक भुगतान हो गया है।,SAFE
உங்கள் ₹31966 மின்சார கட்டணம் 13/02/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 23/05/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://login-1667.xyz पर सत्यापन करें। सहायता: 9989171057",LIKELY_SCAM
"প্রিয় গ্রাহক, আপনার ব্যাঙ্ক অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ ধরা পড়েছে। আজই ওটিপি পাঠান অথবা http://update-8735.xyz এ যাচাই করুন। সহায়তা নম্বর 9193757661",LIKELY_SCAM
আপনার ₹90827 টাকার বিদ্যুৎ বিল 11/01/2026 তারিখে পরিশোধ হয়েছে।,SAFE
"Dear user, aapke account me unusual activity detect hui hai. Account ko block hone se bachane ke liye turant OTP bheje ya http://secure-1320.site open kare.",LIKELY_SCAM
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://kyc-6639.online மூலம் சரிபார்க்கவும். உதவி: 9245965331",LIKELY_SCAM
Your package is delayed due to address issues. Track status here http://update-1687.site.,SUSPICIOUS
"அன்புள்ள வாடிக்கையாளர், உங்கள் வங்கி கணக்கில் சந்தேகமான செயல்பாடு கண்டறியப்பட்டுள்ளது. உடனே ஓடிபி அனுப்பவும் அல்லது http://verify-6127.xyz மூலம் சரிபார்க்கவும். உதவி: 9178430205",LIKELY_SCAM
"प्रिय ग्राहक, आपके बैंक खाते का KYC अधूरा है और आज 14/09/2026 को खाता बंद हो सकता है। तुरंत ओटीपी साझा करें या http://secure-5164.site पर सत्यापन करें। सहायता: 9178307663",LIKELY_SCAM
உங்கள் ₹44656 மின்சார கட்டணம் 26/05/2026 அன்று வெற்றிகரமாக செலுத்தப்பட்டது।,SAFE
Your electricity bill of ₹35368 has been paid successfully on 26/02/2026. Transaction ID 59694769.,SAFE
